Ano,Mês/Ano,Estado,Bacia,Campo,Poço,Ambiente,Instalação,Produção de Óleo (m³),Produção de Condensado (m³),Produção de Gás Associado (Mm³),Produção de Gás Não Associado (Mm³),Produção de Água (m³),Injeção de Gás (Mm³),Injeção de Água para Recuperação Secundária (m³),Injeção de Água para Descarte (m³),Injeção de Gás Carbônico (Mm³),Injeção de Nitrogênio (Mm³),Injeção de Vapor de Água (t),Injeção de Polímeros (m³),Injeção de Outros Fluidos (m³)
"2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-16D-RJS,Mar,PETROBRAS 08,""383,8771"",0,""54,24652"",0,""1203,99051"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-17D-RJS,Mar,PETROBRAS 08,""7052,40693"",0,""477,36697"",0,""1333,57666"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-22-RJS,Mar,PETROBRAS 08,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-27HA-RJS,Mar,PETROBRAS 08,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-31HPB-RJS,Mar,PETROBRAS 08,""3191,13455"",0,""210,16236"",0,""3257,71563"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-6D-RJS,Mar,PETROBRAS 08,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-8D-RJS,Mar,PETROBRAS 08,""6872,66225"",0,""273,92608"",0,""14627,00847"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,7-MA-9D-RJS,Mar,PETROBRAS 08,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,8-MA-19D-RJS,Mar,PETROBRAS 08,,,,,,0,0,0,0,0,0,0,0
2021,02/2021,Rio de Janeiro,Campos,MARIMBÁ,8-MA-20DA-RJS,Mar,PETROBRAS 08,,,,,,0,0,0,0,0,0,0,0
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,3-MRL-3-RJS,Mar,PETROBRAS 20,""9418,58642"",0,""641,75673"",0,""16313,85137"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,6-BRSA-770D-RJS,Mar,PETROBRAS 20,""12277,25191"",0,""2295,35713"",0,""176,95137"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MLS-10HPA-RJS,Mar,PETROBRAS 40,""1238,26477"",0,""176,00999"",0,""7576,8053"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MLS-167HPA-RJS,Mar,PETROBRAS 40,""1780,94506"",0,""448,8727"",0,""6304,76834"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MLS-169HP-RJS,Mar,PETROBRAS 40,""977,70672"",0,""128,36576"",0,""4814,21884"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MLS-222HP-RJS,Mar,PETROBRAS 40,""2080,592"",0,""215,79475"",0,""2999,02832"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-100H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-102H-RJS,Mar,PETROBRAS 35,""9117,25199"",0,""687,21751"",0,""17306,33734"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-103-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-111D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-112H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-118H-RJS,Mar,PETROBRAS 35,""2600,31631"",0,""192,48639"",0,""8584,59754"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-141HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-142HA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-145H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-147HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-150HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-152HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-154HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-156HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-159HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-167HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-169HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-171HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-173HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-177HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-183HP-RJS,Mar,PETROBRAS 19,""10046,27159"",0,""794,53555"",0,""31221,35071"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-185HPA-RJS,Mar,PETROBRAS 20,""4452,24499"",0,""339,66149"",0,""25057,94123"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-187HPA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-188HA-RJS,Mar,PETROBRAS 19,""8185,90297"",0,""792,94518"",0,""17188,62582"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-190HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-196HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-198HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-205HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-206HB-RJS,Mar,PETROBRAS 20,""17843,02905"",0,""1364,51339"",0,""28044,28549"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-207H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-208HB-RJS,Mar,PETROBRAS 35,""5002,02449"",0,""416,0334"",0,""8718,31795"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-210HPA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-212HP-RJS,Mar,PETROBRAS 19,""20515,58627"",0,""1917,74117"",0,""38114,5994"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-213HA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-215HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-218HP-RJS,Mar,PETROBRAS 19,""18059,84986"",0,""1558,2963"",0,""24348,89226"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-21D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-222HPA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-223HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-224H-RJS,Mar,PETROBRAS 19,""9375,68359"",0,""819,52926"",0,""24392,81496"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-226HPA-RJS,Mar,PETROBRAS 20,""10051,33176"",0,""731,12669"",0,""36111,55138"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-227D-RJS,Mar,PETROBRAS 20,""3480,82721"",0,""171,44945"",0,""4559,60956"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-29D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-42-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-43D-RJS,Mar,PETROBRAS 19,""5001,86647"",0,""346,35034"",0,""7460,4152"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-53D-RJS,Mar,PETROBRAS 19,""9669,62774"",0,""903,51248"",0,""22682,18749"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-54-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-62D-RJS,Mar,PETROBRAS 20,""5633,79217"",0,""399,51687"",0,""27465,19843"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-69-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-82D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-84HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-9-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,7-MRL-99D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MLS-171HPA-RJS,Mar,PETROBRAS 40,,,,,,0,""4801,9392"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MLS-17HP-RJS,Mar,PETROBRAS 40,,,,,,0,""5003,0248"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MLS-25HP-RJS,Mar,PETROBRAS 40,,,,,,0,""11155,2896"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MLS-6HP-RJS,Mar,PETROBRAS 40,,,,,,0,""3516,8"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-108HP-RJS,Mar,PETROBRAS 35,,,,,,0,""48217,55348"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-191DP-RJS,Mar,PETROBRAS 19,,,,,,0,""53540,18329"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-31D-RJS,Mar,PETROBRAS 18,,,,,,0,""7200,72901"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-45D-RJS,Mar,PETROBRAS 18,,,,,,0,""16458,77579"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-52D-RJS,Mar,PETROBRAS 19,,,,,,0,""36808,92121"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-92H-RJS,Mar,PETROBRAS 35,,,,,,0,""66886,03653"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-93H-RJS,Mar,PETROBRAS 35,,,,,,0,""30970,82578"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM,8-MRL-95D-RJS,Mar,PETROBRAS 35,,,,,,0,""13110,67463"",0,0,0,0,0,0"
2021,02/2021,Rio de Janeiro,Campos,MARLIM,9-MRL-201-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM,9-MRL-231DA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,3-BRSA-1017D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,3-BRSA-363D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,6-BRSA-817-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-10HP-RJS,Mar,PETROBRAS 53,""26089,387"",0,""2276,88324"",0,""44613,559"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-24HPC-RJS,Mar,PETROBRAS 53,,,,,,0,""18092,704"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-28HP-RJS,Mar,PETROBRAS 53,""7395,543"",0,""303,29531"",0,""32800,763"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-30HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-32HPB-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-34HPB-RJS,Mar,PETROBRAS 53,""11032,51"",0,""1176,32391"",0,""45544,461"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-40HP-RJS,Mar,PETROBRAS 53,""3712,371"",0,""383,83899"",0,""37998,557"",""85,1142"",0,0,0,0,0,0,0"
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-42HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-44HP-RJS,Mar,PETROBRAS 53,""12219,144"",0,""669,50088"",0,""22200,976"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-49H-RJS,Mar,PETROBRAS 53,""6189,125"",0,""1267,53249"",0,""15914,894"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-52HPA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-54HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-56HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-58H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-60D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-72-RJS,Mar,PETROBRAS 53,""8539,621"",0,""477,79819"",0,""7158,214"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-73D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-77D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-78D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,7-MLL-82HA-RJS,Mar,PETROBRAS 53,""69128,819"",0,""6191,45436"",0,""151,514"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,8-MLL-36H-RJS,Mar,PETROBRAS 53,,,,,,0,""5139,854"",0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,8-MLL-38HP-RJS,Mar,PETROBRAS 53,,,,,,0,""39449,598"",0,0,0,0,0,0"
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,8-MLL-48HPB-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,8-MLL-68HP-RJS,Mar,PETROBRAS 53,,,,,,0,""4459,844"",0,0,0,0,0,0"
2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,9-MLL-12-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM LESTE,9-MLL-19D-RJS,Mar,PETROBRAS 53,""0,27"",0,""0,01773"",0,""0,875"",""1428,23778"",0,0,0,0,0,0,0"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,3-BRSA-653D-RJS,Mar,PETROBRAS 40,""19691,3"",0,""2638,18878"",0,""62,407"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,3-MLS-2-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,3-MRL-3-RJS,Mar,PETROBRAS 20,""176,55058"",0,""12,02953"",0,""305,80163"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,4-RJS-382-RJ,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,4-RJS-442-RJ,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,6-BRSA-517-RJS,Mar,PETROBRAS 51,""5710,36"",0,""719,61277"",0,""152,434"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,6-BRSA-647D-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-10HPA-RJS,Mar,PETROBRAS 40,""8620,53123"",0,""1225,3442"",0,""52748,0777"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-111HP-RJS,Mar,PETROBRAS 51,""9249,122"",0,""1078,67544"",0,""62873,234"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-113HA-RJS,Mar,PETROBRAS 40,""7249,016"",0,""827,58101"",0,""32746,277"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-115HP-RJS,Mar,PETROBRAS 51,""13015,951"",0,""1246,00108"",0,""64181,482"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-117HP-RJS,Mar,PETROBRAS 51,""647,291"",0,""64,03275"",0,""3537,715"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-131H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-139HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-153H-RJS,Mar,PETROBRAS 56,""5367,12"",0,""465,55391"",0,""38282,994"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-157H-RJS,Mar,PETROBRAS 56,""14015,081"",0,""1538,73443"",0,""58199,51"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-159HP-RJS,Mar,PETROBRAS 56,""5693,332"",0,""535,34084"",0,""32580,732"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-163HP-RJS,Mar,PETROBRAS 56,""17074,679"",0,""2862,57529"",0,""25913,319"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-167HPA-RJS,Mar,PETROBRAS 40,""12398,55394"",0,""3124,95527"",0,""43892,43166"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-169HP-RJS,Mar,PETROBRAS 40,""6806,58228"",0,""893,65529"",0,""33515,54916"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-16HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-175D-RJS,Mar,PETROBRAS 40,""28182,608"",0,""2401,85503"",0,""1308,546"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-177HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-179HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-187HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-189HP-RJS,Mar,PETROBRAS 56,""6922,536"",0,""625,72564"",0,""41365,215"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-195H-RJS,Mar,PETROBRAS 56,""5256,769"",0,""1353,3918"",0,""15927,443"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-200HP-RJS,Mar,PETROBRAS 40,""54876,925"",0,""10424,93609"",0,""10649,435"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-208HA-RJS,Mar,PETROBRAS 51,""18035,107"",0,""5269,0264"",0,""61349,283"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-209HA-RJS,Mar,PETROBRAS 51,""5967,436"",0,""947,4318"",0,""45848,169"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-211H-RJS,Mar,PETROBRAS 51,""19871,692"",0,""1993,3873"",0,""252731,114"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-214HPA-RJS,Mar,PETROBRAS 56,""8469,022"",0,""1587,03"",0,""21935,26"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-217HPA-RJS,Mar,PETROBRAS 51,""6109,101"",0,""547,04775"",0,""731,952"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-21HP-RJS,Mar,PETROBRAS 40,""8693,012"",0,""795,79626"",0,""38972,364"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-220HA-RJS,Mar,PETROBRAS 56,""18223,801"",0,""2769,22035"",0,""7972,627"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-222HP-RJS,Mar,PETROBRAS 40,""14484,631"",0,""1502,31715"",0,""20878,58568"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-223HA-RJS,Mar,PETROBRAS 40,""18921,526"",0,""2490,16351"",0,""49410,678"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-225D-RJS,Mar,PETROBRAS 40,""5278,183"",0,""549,05958"",0,""9290,286"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-230D-RJS,Mar,PETROBRAS 51,""8641,067"",0,""683,31706"",0,""237,071"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-30HP-RJS,Mar,PETROBRAS 40,""13072,383"",0,""1151,73641"",0,""21612,204"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-31H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-32H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-33H-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-37HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-39HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-42H-RJS,Mar,PETROBRAS 40,""9118,282"",0,""1423,93575"",0,""60472,992"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-43HA-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-45HP-RJS,Mar,PETROBRAS 40,""23272,478"",0,""973,29123"",0,""22491,743"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-51HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-59HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-63HPA-RJS,Mar,PETROBRAS 51,""17623,292"",0,""2695,03856"",0,""69656,661"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-93HP-RJS,Mar,PETROBRAS 51,""12482,017"",0,""2288,63969"",0,""46947,536"",,,,,,,,"
"2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-95H-RJS,Mar,PETROBRAS 51,""12722,574"",0,""927,49916"",0,""43847,272"",,,,,,,,"
2021,02/2021,Rio de Janeiro,Campos,MARLIM SUL,7-MLS-97HP-RJS,Mar,Não Informado,0,0,0,0,0,,,,,,,,
