ID_SERIE;TIPO_PROVA;DISCIPLINA;ID_SERIE_ITEM;ID_BLOCO;ID_POSICAO;ID_ITEM;DESCRITOR_HABILIDADE;GABARITO
9;Macrotipo 18 e 24;LP;9;1;3;69163;10;C
9;Macrotipo 18 e 24;LP;9;1;4;33915;2;D
9;Macrotipo 18 e 24;LP;9;1;5;34105;9;C
9;Macrotipo 18 e 24;LP;5;1;7;95193;3;B
9;Macrotipo 18 e 24;LP;5;1;8;94967;13;A
9;Macrotipo 18 e 24;LP;5;2;7;95156;6;D
9;Macrotipo 18 e 24;LP;9;1;10;66061;11;D
9;Macrotipo 18 e 24;LP;9;1;11;19859;15;B
9;Macrotipo 18 e 24;LP;9;1;12;33912;1;C
9;Macrotipo 18 e 24;LP;9;1;13;65698;19;B
9;Macrotipo 18 e 24;LP;9;2;1;34752;1;B
9;Macrotipo 18 e 24;LP;9;2;2;34409;3;B
9;Macrotipo 18 e 24;LP;9;2;4;34585;4;C
9;Macrotipo 18 e 24;LP;9;2;5;34755;18;B
9;Macrotipo 18 e 24;LP;9;2;6;34389;9;C
9;Macrotipo 18 e 24;LP;5;1;9;95604;15;C
9;Macrotipo 18 e 24;LP;5;2;8;95019;2;D
9;Macrotipo 18 e 24;LP;5;2;9;95989;9;C
9;Macrotipo 18 e 24;LP;9;2;10;34088;8;D
9;Macrotipo 18 e 24;LP;9;2;11;34034;11;C
9;Macrotipo 18 e 24;LP;9;2;12;19880;15;B
9;Macrotipo 18 e 24;LP;9;2;13;34743;16;C
9;Macrotipo 18 e 24;LP;9;1;6;19831;6;B
9;Macrotipo 18 e 24;LP;9;2;3;65021;14;A
9;Prova Regular;MT;9;1;1;45428;37;C
9;Prova Regular;MT;9;1;2;45346;10;C
9;Prova Regular;MT;9;1;3;28861;26;B
9;Prova Regular;MT;9;1;4;28041;19;D
9;Prova Regular;MT;9;1;5;27956;6;B
9;Prova Regular;MT;9;1;6;68950;14;D
9;Prova Regular;MT;5;1;7;95065;17;B
9;Prova Regular;MT;5;1;8;95213;26;C
9;Prova Regular;MT;5;1;9;95239;21;A
9;Prova Regular;MT;9;1;10;70371;1;B
9;Prova Regular;MT;9;1;11;28261;24;B
9;Prova Regular;MT;9;1;12;70517;3;D
9;Prova Regular;MT;9;1;13;34961;22;B
9;Prova Regular;MT;9;2;1;38308;23;C
9;Prova Regular;MT;9;2;2;34891;1;D
9;Prova Regular;MT;9;2;3;22223;3;B
9;Prova Regular;MT;9;2;4;22191;37;C
9;Prova Regular;MT;9;2;5;70519;11;D
9;Prova Regular;MT;9;2;6;70446;17;B
9;Prova Regular;MT;5;2;7;95757;12;B
9;Prova Regular;MT;5;2;8;94995;6;B
9;Prova Regular;MT;5;2;9;95920;7;A
9;Prova Regular;MT;9;2;10;45459;9;C
9;Prova Regular;MT;9;2;11;69035;29;D
9;Prova Regular;MT;9;2;12;47087;22;D
9;Prova Regular;MT;9;2;13;69103;32;C
9;Prova Regular;MT;9;3;1;45455;37;D
9;Prova Regular;MT;9;3;2;38313;20;B
9;Prova Regular;MT;9;3;3;28443;24;A
9;Prova Regular;MT;9;3;4;34949;16;C
9;Prova Regular;MT;9;3;5;70362;21;C
9;Prova Regular;MT;9;3;6;70379;9;C
9;Prova Regular;MT;5;3;7;95043;14;B
9;Prova Regular;MT;5;3;8;95795;28;C
9;Prova Regular;MT;5;3;9;95299;2;A
9;Prova Regular;MT;9;3;10;34973;28;C
9;Prova Regular;MT;9;3;11;34932;6;D
9;Prova Regular;MT;9;3;12;28965;5;C
9;Prova Regular;MT;9;3;13;34938;10;B
9;Prova Regular;MT;9;4;1;45407N;37;B
9;Prova Regular;MT;9;4;2;34969;26;A
9;Prova Regular;MT;9;4;3;22443;4;D
9;Prova Regular;MT;9;4;4;22345;2;B
9;Prova Regular;MT;9;4;5;70489;16;C
9;Prova Regular;MT;9;4;6;70373;9;B
9;Prova Regular;MT;5;4;7;95886;22;C
9;Prova Regular;MT;5;4;8;95790;19;B
9;Prova Regular;MT;5;4;9;95421;26;C
9;Prova Regular;MT;9;4;10;22431;29;C
9;Prova Regular;MT;9;4;11;70394;5;D
9;Prova Regular;MT;9;4;12;65597;20;C
9;Prova Regular;MT;9;4;13;28804;8;A
9;Prova Regular;MT;9;5;1;22348;36;C
9;Prova Regular;MT;9;5;2;103231;16;A
9;Prova Regular;MT;9;5;3;45421;23;B
9;Prova Regular;MT;9;5;4;28846;11;D
9;Prova Regular;MT;9;5;5;22366;15;D
9;Prova Regular;MT;9;5;6;67298;13;A
9;Prova Regular;MT;5;5;7;95378;20;D
9;Prova Regular;MT;5;5;8;95281;9;B
9;Prova Regular;MT;5;5;9;95109;4;C
9;Prova Regular;MT;9;5;10;69171;32;B
9;Prova Regular;MT;9;5;11;69239;28;C
9;Prova Regular;MT;9;5;12;34978;30;B
9;Prova Regular;MT;9;5;13;70427;7;D
9;Prova Regular;MT;9;6;1;28448;25;D
9;Prova Regular;MT;9;6;2;65438;20;B
9;Prova Regular;MT;9;6;3;46520;6;D
9;Prova Regular;MT;9;6;4;70520;36;C
9;Prova Regular;MT;9;6;5;22410;21;D
9;Prova Regular;MT;9;6;6;29549;3;B
9;Prova Regular;MT;5;6;7;95322;17;A
9;Prova Regular;MT;5;6;8;95607;2;B
9;Prova Regular;MT;5;6;9;96175;7;B
9;Prova Regular;MT;9;6;10;45404;34;B
9;Prova Regular;MT;9;6;11;45470;14;D
9;Prova Regular;MT;9;6;12;69349;27;C
9;Prova Regular;MT;9;6;13;70396;33;A
9;Prova Regular;MT;9;7;1;22381;26;B
9;Prova Regular;MT;9;7;2;45460;36;A
9;Prova Regular;MT;9;7;3;45381;23;B
9;Prova Regular;MT;9;7;4;22466;6;C
9;Prova Regular;MT;9;7;5;28841;17;A
9;Prova Regular;MT;9;7;6;70514;24;D
9;Prova Regular;MT;5;7;7;94947;25;D
9;Prova Regular;MT;5;7;8;95031;1;B
9;Prova Regular;MT;5;7;9;95518;21;C
9;Prova Regular;MT;9;7;10;70382;12;D
9;Prova Regular;MT;9;7;11;37974;3;C
9;Prova Regular;MT;9;7;12;34981;32;B
9;Prova Regular;MT;9;7;13;34896;3;D
9;Macrotipo 18 e 24;MT;5;1;9;95213;26;C
9;Macrotipo 18 e 24;MT;9;1;10;28261;24;B
9;Macrotipo 18 e 24;MT;9;1;1;70517;3;D
9;Macrotipo 18 e 24;MT;9;1;2;103231;16;A
9;Macrotipo 18 e 24;MT;9;1;3;45421;23;B
9;Macrotipo 18 e 24;MT;9;1;4;28846;11;D
9;Macrotipo 18 e 24;MT;9;1;5;22366;15;D
9;Macrotipo 18 e 24;MT;9;1;6;67298;13;A
9;Macrotipo 18 e 24;MT;5;1;7;95378;20;D
9;Macrotipo 18 e 24;MT;5;1;8;95281;9;B
9;Macrotipo 18 e 24;MT;9;1;11;69239;28;C
9;Macrotipo 18 e 24;MT;9;1;12;34978;30;B
9;Macrotipo 18 e 24;MT;9;1;13;70427;7;D
9;Macrotipo 18 e 24;MT;9;2;1;28448;25;D
9;Macrotipo 18 e 24;MT;9;2;2;65438;20;B
9;Macrotipo 18 e 24;MT;9;2;3;46520;6;D
9;Macrotipo 18 e 24;MT;9;2;4;70520;36;C
9;Macrotipo 18 e 24;MT;9;2;5;22410;21;D
9;Macrotipo 18 e 24;MT;9;2;6;29549;3;B
9;Macrotipo 18 e 24;MT;5;2;7;95322;17;A
9;Macrotipo 18 e 24;MT;5;2;8;95607;2;B
9;Macrotipo 18 e 24;MT;5;2;9;96175;7;B
9;Macrotipo 18 e 24;MT;9;2;10;45404;34;B
9;Macrotipo 18 e 24;MT;9;2;11;45470;14;D
9;Macrotipo 18 e 24;MT;9;2;12;69349;27;C
9;Macrotipo 18 e 24;MT;9;2;13;70396;33;A
